216235,0
549261,0
830630,1
471506,1
105055,0
113744,1
945823,0
925044,0
264767,1
358884,0
138670,1
534211,0
209963,0
780044,0
166053,0
60925,1
672670,0
408596,1
594916,1
769083,1
173264,1
967096,0
515312,0
462690,0
154188,1
223284,0
708901,1
708030,1
70960,1
601221,1
857700,1
210388,1
178342,1
819514,1
613452,0
161038,1
85106,0
75139,0
541876,1
600080,1
261356,1
432460,1
264128,0
251802,1
8498,1
118717,0
498801,0
500021,0
53964,1
564025,1
951060,0
543758,1
417823,1
468627,0
514225,0
494527,0
725189,0
186468,0
999517,0
396684,0
905834,0
298009,0
333457,0
949684,1
96144,1
711852,0
872773,0
799916,1
825866,1
37606,1
829980,0
357829,0
104294,1
357338,1
301622,1
626090,0
269609,0
91484,1
537171,0
577752,0
963417,1
717605,0
528265,1
71443,0
58872,1
666312,0
981368,1
264893,0
805433,0
500960,0
183632,0
503041,1
220546,0
284758,0
320392,0
661054,1
702619,1
805048,1
630215,0
817591,1
583734,0
642634,0
102885,1
855048,1
892410,1
559697,0
975736,1
26433,1
132455,1
666744,0
296910,0
422412,0
902794,1
705346,0
532135,0
336514,1
963893,1
749309,1
797727,0
208412,1
287968,0
890753,0
544935,1
440228,1
303212,0
99507,1
92512,1
95976,0
21368,1
109625,1
834532,0
576982,1
110037,1
995258,0
774039,1
560227,1
742578,0
899347,0
533678,0
759912,0
374108,1
648799,1
201865,0
654118,1
740120,0
598916,1
913035,1
722879,0
519702,1
86504,0
863373,1
96830,0
251963,1
622026,0
149376,1
593884,0
813355,1
800535,1
818516,1
342021,0
183413,1
294879,1
817464,0
524548,0
762323,1
459631,1
990911,1
943828,0
480354,0
845003,1
768121,0
989106,1
680517,1
128136,1
781707,0
294617,1
712315,1
269554,1
148778,1
24076,0
445248,1
71760,1
878072,0
365683,0
771081,0
271743,1
246240,0
572912,1
362963,0
638723,0
778930,0
920260,1
819519,1
861392,0
678144,1
785788,0
205272,1
979639,1
401950,1
327571,0
343542,1
753353,0
203512,0
131939,0
588180,1
250134,0
976860,0
773483,0
936277,1
58693,1
853008,1
411769,1
880386,0
495139,1
219980,1
94601,0
529373,0
599787,0
377895,0
491970,1
847639,1
488733,1
756534,0
892176,1
756286,1
146572,1
717140,1
130875,0
719183,1
484486,1
450927,0
252501,0
371439,0
328675,0
452905,0
760778,0
858070,1
93349,1
935688,1
254498,1
928243,0
693658,1
409848,1
244085,1
359665,0
17449,1
555327,0
838403,1
154680,1
75929,0
9335,1
485176,0
459943,0
264246,0
142672,1
603472,1
348350,1
881155,1
869418,1
32314,1
556547,0
580846,1
486923,0
676717,1
540392,1
547364,1
737213,0
394313,0
609103,0
751163,1
172010,1
267025,0
901110,1
659681,1
738720,0
413228,0
539528,0
663392,0
229233,1
458165,0
570130,0
688188,1
62525,0
312141,0
301676,0
205658,0
60196,1
156180,0
141477,1
386097,1
156199,0
538323,1
280428,1
121292,1
520948,1
303992,0
629098,0
297752,0
356303,0
923274,1
251673,0
707815,1
910320,1
974916,0
500050,0
109753,1
182281,0
172157,0
637374,1
41817,0
127292,1
737845,1
187225,0
74537,1
438335,1
140186,1
540899,0
992496,1
54853,1
394045,1
578910,0
153392,0
777371,0
25870,0
684563,0
516978,1
756159,1
912142,0
181025,1
750866,0
88876,1
236794,1
991657,0
539211,0
908793,1
161234,0
25752,1
54015,1
946134,0
507972,0
798690,1
473976,1
736869,0
819590,1
597538,0
155022,1
105726,1
965651,0
723847,1
917995,1
190338,0
798354,0
433077,1
347929,0
955210,1
531501,0
588074,0
666537,1
923194,1
808391,1
274721,1
442319,1
778879,0
845343,1
853803,0
554798,0
521088,0
487695,1
786440,0
402075,1
204247,1
70780,0
796953,1
137036,0
347445,0
84280,1
106167,1
677627,0
103106,0
968655,1
272848,1
99969,0
177558,0
74664,0
198831,1
920048,1
875779,1
173384,0
671033,1
907426,1
959231,1
447614,1
430943,1
115514,1
808064,0
990864,1
83027,0
490090,1
526856,1
843876,0
50561,0
683556,0
211582,0
793843,1
663332,0
241241,0
474328,0
392212,1
60364,1
214141,1
348189,0
390762,1
342587,0
617474,1
152692,0
592740,1
476971,0
30139,0
328610,0
674690,1
759326,1
986295,0
501928,1
916947,1
341055,0
15749,0
298894,1
224480,1
922636,1
147076,1
846403,1
479025,1
390443,0
922226,0
598366,1
287081,0
501496,1
914864,0
846840,0
282754,1
910555,0
608652,1
678156,1
170047,1
995988,1
557471,0
610951,1
920146,0
458019,0
233077,0
73678,1
244011,0
107831,1
107306,1
133012,1
778370,0
558237,1
709053,1
330000,0
624783,1
612795,1
826331,0
432526,0
703872,1
781358,1
225454,0
63868,1
200893,0
483065,1
780343,0
430871,0
333752,0
95545,1
291923,1
967070,0
93757,0
552779,1
571253,0
631724,1
255046,1
337707,0
746210,0
814374,0
957034,1
672946,0
255686,1
154136,1
207862,1
702936,1
795895,1
318004,0
123350,1
300009,0
972661,1
976523,1
83099,1
108836,1
787009,0
739183,0
127926,1
121378,0
166927,0
846170,1
267648,1
116826,0
958455,0
664462,0
577097,1
40356,1
5364,0
377751,0
203696,0
118097,1
453696,0
677700,0
525440,1
222700,0
26959,0
210578,0
693873,1
468289,0
936320,1
799459,1
323724,0
126228,1
195302,1
618809,0
676430,1
767002,0
836006,1
986629,1
207000,0
941560,1
452806,0
820653,0
753378,1
640800,0
967466,0
135417,0
43045,0
241438,1
49274,0
622105,1
52872,0
749888,0
805822,1
252592,1
635187,1
79173,0
764894,1
815982,1
238928,1
771078,1
679843,1
953082,0
811078,0
682190,1
870262,0
281476,1
825115,1
650824,0
209164,0
277198,0
283368,1
678894,0
576316,0
771995,1
741820,0
387453,1
884189,1
895746,1
600390,1
185171,0
323143,0
153334,1
468101,1
435591,0
740009,1
374870,1
935277,1
545408,1
202031,0
359210,1
442970,1
653615,0
166751,0
476059,1
653092,1
700215,1
863089,1
428464,1
923614,0
114336,1
393715,1
79518,0
752957,0
633719,0
287276,1
457882,0
752363,0
951491,1
281942,1
790416,1
294498,0
990303,1
254511,0
770563,1
151858,1
201510,0
669350,0
783543,1
556650,1
405854,1
104192,1
765606,1
564450,1
728355,1
71038,1
495769,0
206925,1
886421,1
40978,1
299450,1
906001,1
122288,1
364680,0
84516,1
994467,1
608792,0
714581,0
364345,1
608653,1
808356,1
432982,0
742585,0
841481,1
621191,0
345700,0
518577,1
98445,1
318091,0
325083,0
351566,1
200670,1
600457,1
559391,1
618095,1
687211,0
208602,1
47386,1
416881,0
255179,1
639656,1
173075,0
990345,1
648812,0
247207,0
774075,1
97726,0
373669,0
317779,0
977113,1
754336,0
271149,0
938788,0
220727,0
763543,1
615144,1
716991,0
811284,0
624314,1
959854,0
496539,0
861677,1
741930,1
58144,0
932545,1
402353,0
747528,1
843616,0
344041,0
471910,1
954857,1
277801,1
308909,1
207345,1
762684,0
246349,0
430783,0
527047,0
728665,0
43578,1
514723,1
24198,0
218941,0
88566,0
364370,1
237917,1
191,0
837531,1
215939,0
529418,0
912911,0
980267,1
69913,0
167607,1
836740,0
107307,1
493599,1
782735,1
968191,0
131511,0
127616,0
988128,0
630876,1
130743,1
204869,1
262522,0
182641,1
125216,0
436240,0
443208,1
324232,0
472797,0
891081,0
122323,1
526361,0
760306,1
392585,0
501519,1
837519,0
838428,1
49982,0
625397,0
248509,1
88270,0
908551,1
352776,1
82137,1
766427,1
492388,0
1637,1
967448,1
926595,0
350891,0
187856,1
119952,1
105675,1
538720,1
852876,1
546263,1
323166,0
470155,0
738630,1
85903,1
217135,0
245468,1
233192,1
465349,1
749364,1
255541,1
366465,0
981847,0
237905,0
429231,0
23919,0
832565,1
867861,0
146136,0
503658,0
20182,0
998213,0
634073,1
85171,0
69370,1
450641,1
299473,0
432558,1
602613,1
158843,0
292381,1
707012,0
464546,0
476155,1
976048,1
591373,0
915942,1
26499,1
78574,0
859903,1
256828,0
276816,1
140048,0
750149,0
63517,0
51796,0
86513,1
316186,0
768006,1
173334,1
228185,0
791453,0
660329,0
403164,1
144418,1
467364,0
280195,1
686217,0
751460,1
355077,1
427311,1
23687,1
778680,0
431655,1
673439,1
866658,1
425709,0
82320,0
11313,1
218419,1
109686,0
386560,1
441563,1
116633,1
783356,0
860201,1
685179,0
712239,0
988007,0
326440,0
399117,1
942527,1
765775,0
5741,1
100539,1
354054,1
761907,0
850741,1
101632,1
435728,1
123664,1
577186,1
307054,0
551205,0
617888,1
936642,0
633131,1
263453,1
878025,1
247556,1
889852,0
90855,0
776001,0
544651,1
146436,0
558868,0
262029,1
833471,1
866602,0
789715,1
330231,0
521920,0
408045,1
299562,1
581148,0
850575,1
341793,1
388743,1
142677,1
94775,0
496736,0
127552,1
196623,0
285774,1
477755,1
387615,0
994447,0
861543,0
509793,0
519738,0
633139,0
584881,1
302190,0
550911,0
236344,0
802043,0
58810,1
562908,0
258137,0
773120,0
661511,1
925483,1
518731,1
106951,1
111052,1
657998,0
579611,1
449684,1
471110,1
126482,1
605772,1
626418,0
950746,1
953234,0
809589,0
900129,0
780578,1
922486,1
269174,1
739273,0
96971,0
381125,1
855349,1
556753,0
977324,0
904000,0
913151,1
600966,0
178242,0
496341,1
996304,1
429483,1
386938,0
610360,1
200083,0
819845,0
239924,1
561568,0
219841,1
90698,0
443386,1
614453,0
435454,0
412127,0
893402,1
386847,0
371257,0
453135,0
262348,1
119266,1
517935,0
931321,1
247787,0
547403,0
992441,0
718401,1
619094,1
833619,0
520310,1
951436,0
913402,1
319451,0
665005,0
89719,0
25440,1
51132,1
902278,1
630934,0
900986,1
165130,1
166531,1
865259,1
472928,0
607149,0
203215,1
261705,1
868842,0
11652,0
506126,1
349280,1
752635,0
925243,1
350597,0
621732,1
607558,1
676742,0
723500,1
575973,1
216468,0
548975,0
78247,0
